screen_name,fullname,text,timestamp,following,followers,num_tweets,location,num_likes,id,date_joined,num_days_joined,days_on_twitter,IO_meta_clf,isIO_meta_prob,is_IO,is_IO_prob
ABank1990,ABUDHADI.BANK1990,กลไกการท่องเที่ยวมีปัญหา ก็หันไปเน้นกลไกอื่นๆสิ หรือว่ามันห่วยทุกกลไก รัฐบาลก็ควรพิจารณาตัวเองแล้วป่ะ #รัฐบาลเตรียมพร้อม,2020-02-13 17:38:47,46,1,20,-1,1,1227495218229858304,2020-02-11 23:30:00,15 days 00:30:00.000000000,15,1,0.9630778,1,0.9423232440837794
northgirl1705,northgirl,พร้อมจะลาออกยัง? #รัฐบาลเตรียมพร้อม,2020-02-13 17:10:17,29,17,1079,-1,1,1206139603129778176,2019-12-15 01:11:00,73 days 22:49:00.000000000,73,1,0.7977206,1,0.8456514582605246
James74329872,McError  ☕️,#รัฐบาลเตรียมพร้อม ยุบสภา,2020-02-13 17:08:53,27,1,62,-1,0,1226912210464600064,2020-02-10 08:54:00,16 days 15:06:00.000000000,16,1,0.91300374,1,0.9228149519144375
imaris_imaris,อริสคนนี้จะไปกู้เงิน,"พร้อมล่ม
พร้อมพัง
พร้อมถอยหลัง
พร้อมบังสุกุล

#รัฐบาลเตรียมพร้อม",2020-02-13 17:01:46,131,10,231,-1,178,1227666865226280960,2020-02-12 10:53:00,14 days 13:07:00.000000000,14,1,0.9161084,1,0.9230689896347608
Caracarakat,Pabolaaaa,ทำตามหน้าที่ อย่าอ้างคุณงามความดีมาทวงบุญคุณใคร เพราะหน้าที่ก็แลกมาด้วยเงินภาษีของประชาชน #รัฐบาลเตรียมพร้อม,2020-02-13 16:52:23,52,1,2240,-1,1,1219541228699545600,2020-01-21 00:44:00,36 days 23:16:00.000000000,36,1,0.9327044,1,0.9246720325853858
B_Bae_,♡ Bae ♡,#รัฐบาลเตรียมพร้อม พร้อมอะไร ลาออกหรอ ก็ดีนะ บาย,2020-02-13 16:50:46,49,4,195,-1,55,1205672840323727360,2019-12-13 18:16:00,75 days 05:44:00.000000000,75,1,0.83246714,1,0.8702041169307969
20Nov6,นิรนาม,#รัฐบาลเตรียมพร้อม พึ่งจะเตรียมหรอ แล้วเมื่อไหร่จะพร้อมจริงๆละ,2020-02-13 16:42:05,26,0,612,-1,1,1223973606322913280,2020-02-02 14:17:17,24 days 09:42:43.000000000,24,1,0.9255493,1,0.9264259672805447
20Nov6,นิรนาม,"รัฐบาลเตรียม
เข้าที่
ระวัง
ไป!!
#รัฐบาลเตรียมพร้อม",2020-02-13 16:40:53,26,0,612,-1,0,1223973606322913280,2020-02-02 14:17:17,24 days 09:42:43.000000000,24,1,0.9255493,1,0.9237467534420635
20Nov6,นิรนาม,รัฐบาลเตรียมพร้อม พร้อมที่จะทำปชช.อ๊ดต๋ายละสิไม่ว่า เฮงซวยที่สุดไอ้ต้าวบ้า #รัฐบาลเตรียมพร้อม,2020-02-13 16:39:45,26,0,612,-1,0,1223973606322913280,2020-02-02 14:17:17,24 days 09:42:43.000000000,24,1,0.9255493,1,0.928500569436737
20Nov6,นิรนาม,ถามหน่อยใครเขารักมึง #รัฐบาลเตรียมพร้อม pic.twitter.com/Zaa3ksCXXE,2020-02-13 16:38:24,26,0,612,-1,13,1223973606322913280,2020-02-02 14:17:17,24 days 09:42:43.000000000,24,1,0.9255493,1,0.9370836820330785
Pee78092209,rich,"รู้เรื่อง ไม่พูดเยอะ
#รัฐบาลเตรียมพร้อม",2020-02-13 15:58:37,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9546721101250044
Pee78092209,rich,"จะมีใครไปไหมครับ
#รัฐบาลเตรียมพร้อม",2020-02-13 15:53:54,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9524377613269426
Pee78092209,rich,"ตามนั้นเลย คุณได้ไปต่อ
#รัฐบาลเตรียมพร้อม",2020-02-13 15:47:00,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9532619214137992
3REX1994,น้องสามหาว  😪 | วะวะว้าววิบวับ,#รัฐบาลเตรียมพร้อม อะไรดี?,2020-02-13 15:44:38,124,6,98,"Bangkok, Thailand",0,1226207498329182208,2020-02-08 10:13:00,18 days 13:47:00.000000000,18,1,0.84487736,1,0.8781257866268302
NAKORN_PCH,นิกิโระ  🍃 | ไว้อาลัยให้อนาคต,#รัฐบาลเตรียมพร้อม ขายผ้าเอาหน้ารอด,2020-02-13 15:43:27,232,44,2034,"กรุงเทพมหานคร, ประเทศไทย",0,1212933824566317056,2020-01-02 19:09:00,55 days 04:51:00.000000000,55,1,0.9303198,1,0.9302586880780711
NAKORN_PCH,นิกิโระ  🍃 | ไว้อาลัยให้อนาคต,เหรอ #รัฐบาลเตรียมพร้อม เคยมีอะไรพร้อมจริงบ้างจ๊ะ,2020-02-13 15:23:37,232,44,2034,"กรุงเทพมหานคร, ประเทศไทย",3,1212933824566317056,2020-01-02 19:09:00,55 days 04:51:00.000000000,55,1,0.9303198,1,0.930693816791059
Pee78092209,rich,"ท่าน ผบ.ทบ. ให้ยกเว้นมิใช่หรือ 
ให้ นายก สว. ครม. องคมนตรี อยู่บ้านหลวงต่อได้ เพราะถือเป็นผู้ทำประโยชน์ต่อประเทศชาต จบนะครับ
#รัฐบาลเตรียมพร้อม",2020-02-13 15:08:00,190,4,493,-1,21,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.99572396,1,0.950816572393484
Pee78092209,rich,คนไทยไม่ทิ้งกัน สถานการณ์นี้ต้องเห็นใจกัน #รัฐบาลเตรียมพร้อม,2020-02-13 05:35:16,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9539059453349842
Pee78092209,rich,"ขอให้เหตุการณ์นี้อย่าได้มีอีกเลย
#รัฐบาลเตรียมพร้อม",2020-02-13 05:13:33,190,4,493,-1,1,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9509816865451067
Pee78092209,rich,"คิดถึงคนไกล รีบกับมารับผิดชอบในสิ่งที่ทำด้วยครับ
#รัฐบาลเตรียมพร้อม",2020-02-13 04:49:56,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9512375299161039
Pee78092209,rich,"จัดเลยครับจะได้รวยๆ สลิ่มจัด
#รัฐบาลเตรียมพร้อม",2020-02-13 03:40:53,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9538455799380012
Pee78092209,rich,"ครูไม่ควรนำความโศกเศร้ามาล้อเล่น เลยครับ 
#รัฐบาลเตรียมพร้อม",2020-02-13 02:33:20,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9525584023744766
Pee78092209,rich,#รัฐบาลเตรียมพร้อม กับนี้มาก โดยมอบหมายให้ สธ.เข้มงวดอย่างจริงจัง,2020-02-13 01:42:41,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9543001228155691
krataekk,ไม่อยากมีความรัก,"ตร.บุกจับหนุ่มมือโพสต์ป่วนจะทำเลียนแบบคนร้ายกราดยิง เจอโทษหนัก!!!! อ้างโมโหเด็กแว้น
โมโหเด็กแว้นแต่โพสต์แบบนี้ไม่ได้ป่ะ สงสารผู้สูญเสียบ้าง
#จุฬาซอย10 #รัฐบาลเตรียมพร้อม
#ยิงกลางกรุงhttp://bit.ly/37jWg3b ",2020-02-14 14:36:39,105,1,146,"Prawet, Bangkok",3,1208214100313903104,2019-12-20 18:34:00,68 days 05:26:00.000000000,68,1,0.6767343000000001,1,0.6820431863890294
khunkarma_,ฉันคือ “ประชาชน”,"คุณคิดว่า การเสียบบัตรแทนกัน 
“เป็นความผิดพลาด ลืม หรือ ตั้งใจ”
#รัฐบาลเฮ็งซวย #รัฐบาลเตรียมพร้อม #ประชุมสภา #การเมืองไทย",2020-02-14 13:43:12,207,43,1501,ตามป่าตามเขา,1,1208346033358401536,2019-12-21 03:18:00,67 days 20:42:00.000000000,67,1,0.75600594,1,0.7716684130842459
Wine34075404,Wine,"ผับปิดสาวอารมณ์ค้าง ดีเจเปิด “เพลงวิบวับ” โผล่มาเต้นไม่หยุด (คลิป) #ปีโป้สีใหม่รสใหม่​ #ปี้มีทุกสี​ #ข่าววันนี้ #ValentinesDay2020.#รัฐบาลเตรียมพร้อม
#ยิงกลางกรุง​ #หลงรักนักยูธูป​​ #ใจสลายhttp://www.socialhot24.com/news103314.html?d=14022020&f=87409 …",2020-02-14 12:44:51,22,0,65,-1,1,1214167001150545920,2020-01-06 12:49:18,51 days 11:10:42.000000000,51,1,0.5089564999999999,1,0.3859393755022641
proud_kjh,proud68,คนดีก็เป็นไม่ได้ เรื่องความสามารถในการพัฒนาประเทศหรออย่าพูดถึง อยู่มาตั้งกี่ปีไม่เห็นอะไรดีขึ้นสักอย่าง #รัฐบาลเตรียมพร้อม https://twitter.com/tam_teerapat/status/1228266941363544064 …,2020-02-14 12:27:08,62,3,440,-1,1,1222113468003733504,2020-01-28 03:05:00,29 days 20:55:00.000000000,29,1,0.7549268,1,0.8152927870622635
Ssming6,Ssming,"ผับปิดสาวอารมณ์ค้าง ดีเจเปิด “เพลงวิบวับ” โผล่มาเต้นไม่หยุด (คลิป)
#ยิงกลางกรุง
#จุฬาซอย10
#รัฐบาลเตรียมพร้อม
#ของขวัญวาเลนไทน์
#ข่าวช่อง8
#ดาราไม่สลิ่ม
#ข่าวบันเทิงวันนี้
http://www.socialhot24.com/news103314.html?d=14022020&f=86719 …",2020-02-14 10:56:51,40,0,187,-1,1,1206434928885239808,2019-12-16 04:44:45,72 days 19:15:15.000000000,72,1,0.92733425,1,0.9385199013786991
invader14547029,โบ้แอนด์เฟรน,หนูเป็นคนโง่ค่ะ แต่หนูพยายามจะเรียนรู้ จำแล้วนำไปใช่นะคะ #รัฐบาลเตรียมพร้อม https://twitter.com/NoLungNoKaLa/status/1228061991970885632 …,2020-02-14 10:49:12,25,4,66,-1,1,1214502324938276864,2020-01-07 03:01:00,50 days 20:59:00.000000000,50,1,0.933958,1,0.9513637689004374
m5cByrH4hEVVlRx,小さな女の子,#ValentinesDay2020 #ยิงกลางกรุง #รัฐบาลเตรียมพร้อม กูก็พร้อมทุกเมื่อนะ pic.twitter.com/dRAVHkhgA2,2020-02-14 09:32:19,291,24,165,-1,9,1213337502234206208,2020-01-03 21:53:00,54 days 02:07:00.000000000,54,1,0.8591023000000001,1,0.9065507401583777
AbcEieikiki,- ABC -,เพื่อนบอกนางไม่ใช่สลิ่ม แต่นางเชียร์ลุง นางเป็นเหี้ยไร#รัฐบาลเตรียมพร้อม #รัฐบาลเฮ็งซวย #สลิ่ม,2020-02-14 09:30:28,65,0,147,-1,1,1217671202736467968,2020-01-16 04:53:46,41 days 19:06:14.000000000,41,1,0.87318027,1,0.8964541717431056
IfIRFQRB8Y3Hijy,ปลากัด,http://www.socialhot24.com/news103282.html?d=14022020&f=88300 …อ่านข่าวเบาสมองกันบ้าง ช่วงนี้!!?? #รัฐบาลเตรียมพร้อม #ValentinesDay2020 #Batman #ยิงกลางกรุง #ValentineIsComing,2020-02-14 09:01:00,11,0,229,-1,2,1220016193861345280,2020-01-22 16:11:51,35 days 07:48:09.000000000,35,1,0.5519936,1,0.5116497168803458
SPOTRIGHTNEWS,SPOTLIGHT,"โซเชียล: #รัฐบาลเตรียมพร้อม แฮชแท็กนี้มาไง ชาวเน็ตตั้งข้อสงสัย 
#วาเลนไทน์ #spotlight",2020-02-14 08:33:05,96,69,459,-1,0,1218965231134576640,2020-01-19 10:36:00,38 days 13:24:00.000000000,38,1,0.51450634,1,0.3620973352735702
gundam20202,gundam2020,มากไปกว่านั้น เราต้องขอบคุณ @Twitter ที่ทำให้คนหนึ่งสามารถสร้างแอคอวตารได้หลายๆ อัน ใช้สลับๆ กันได้ #รัฐบาลเตรียมพร้อม https://twitter.com/noirisaesthetic/status/1228131733377175554 …,2020-02-14 08:32:57,811,25,147,Universe,0,1209643323104776192,2019-12-24 17:13:00,64 days 06:47:00.000000000,64,1,0.58418024,1,0.5391535358550971
naheejungteng,คุณหนูเบร้ฟ ft.เป็นคนซอฟหวาน,"มึงอย่ามาหวังว่าจะมีแท็กอวยมึงจ้ะอีคว๊าย กูจะตามไปด่ามึงทุกที่อีพวกรัฐบาลหน้าหี กรั่กๆๆๆๆๆๆๆๆๆ
#รัฐบาลเตรียมพร้อม",2020-02-14 07:59:53,28,19,1524,ทุกที่กูจะฉอดมึง,1,1224686085160067072,2020-02-04 05:28:00,22 days 18:32:00.000000000,22,1,0.5783098000000001,1,0.44923269666518617
mmVAgmrRnw1xwtC,กินข้าว ไม่กินขี้,แหม่ๆๆๆๆ.. #ช่างกล้า #รัฐบาลเตรียมพร้อม #รัฐบาลเฮ็งซวย,2020-02-14 07:18:55,50,2,93,-1,0,1214484909277859840,2020-01-07 01:52:00,50 days 22:08:00.000000000,50,1,0.9311606,1,0.9340460848261491
NiyfktxcY1XoTB3,ข่าวออนไลน์,"ตร.บุกบ้าน จับหนุ่มโพสต์ป่วน เจอโทษหนัก อ้างโมโหเด็กแว้น #ข่าวใหญ่
#ใจสลาย #รัฐบาลเตรียมพร้อม #กราดยิงโคราช #ชิงทองลพบุรี #ยิงกราด…https://us-central1-thaishare-prod.cloudfunctions.net/app/ECY8eQGUSspPsRXCSeJy?u=RC9vjlAEp0T6y6VG7RDuOB4udeU2 …",2020-02-14 06:53:57,101,5,23,-1,0,1225340093155594240,2020-02-06 00:47:00,20 days 23:13:00.000000000,20,1,0.73779225,1,0.7929681775596167
9Tsuhq6UNPKP6TU,น่ารัก,"ตร.บุกบ้าน จับหนุ่มโพสต์ป่วน เจอโทษหนัก อ้างโมโหเด็กแว้น #ข่าวใหญ่
#ใจสลาย #รัฐบาลเตรียมพร้อม #กราดยิงโคราช #ชิงทองลพบุรี #ยิงกราด …https://us-central1-thaishare-prod.cloudfunctions.net/app/ECY8eQGUSspPsRXCSeJy?u=RC9vjlAEp0T6y6VG7RDuOB4udeU2 …",2020-02-14 06:53:48,113,17,18,-1,1,1221272171416150016,2020-01-25 19:22:00,32 days 04:38:00.000000000,32,1,0.7495944999999999,1,0.8073554453125342
BYrBD3HEW3PLnju,บุญผลา,"วินาทีที่ พปชร. พูดอะไรออกไป  มันคือเรื่องโกหกทั้งสิ้น ไม่ใช่ความจริงตั้งแต่แรก

#ซอยจุฬา10 #กราดยิงโคราช #รัฐบาลเตรียมพร้อม pic.twitter.com/OOjL04Hg1T",2020-02-14 06:53:14,75,4,10,-1,2,1227083151802941440,2020-02-11 04:13:28,15 days 19:46:32.000000000,15,1,0.7117173000000001,1,0.7275580573032037
Pee78092209,rich,"ตำแหน่งแค่ลูกแถว อย่ามาห้าว เกรียนจิงๆ
#รัฐบาลเตรียมพร้อม",2020-02-14 06:28:33,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9530948011459639
Nuarisa_,Nuarisa,"#รัฐบาลเตรียมพร้อม #ยิงกลางกรุง #COVID2019 #ValentinesDay2020 #ใจสลาย #14Subat
ไปกันใหญ่แล้ว!เพื่อไทยยกฆ่าเด็กหญิงวัย13ทิ้งรถไฟเปรียบกราดยิงโคราช จี้'บิ๊กตู่'ปลด'บิ๊กแดง'พ้นผบ.ทบ.http://www.topicza.com/news103255.html?d=14022020&f=88584 …",2020-02-14 06:22:57,233,46,280,-1,1,1210907604265791488,2019-12-28 04:57:00,60 days 19:03:00.000000000,60,1,0.6910706,1,0.7225231177222453
Nuarisa_,Nuarisa,"#ดาราไม่สลิ่ม #saveป้องณวัฒน์ #ผบทบต้องลาออก #ม่วงขาวชื่อดังในจังหวัดเลย #myValentineZS #รัฐบาลเตรียมพร้อม #ตำรวจปิดล้อม
ด่วน! ตำรวจปิดล้อมล่าหนุ่มเครียด กราดยิงสนั่นกรุง ยังไม่ยอมวางอาวุธhttp://www.topicza.com/news103301.html?d=14022020&f=88584 …",2020-02-14 06:18:54,233,46,280,-1,1,1210907604265791488,2019-12-28 04:57:00,60 days 19:03:00.000000000,60,1,0.6910706,1,0.725233188043597
78Pdl,plattle 🔆,#รัฐบาลเตรียมพร้อม ประเทศสู่โลกที่ 4,2020-02-14 06:14:11,35,1,30,-1,0,1173048408535207936,2019-09-14 18:38:00,165 days 05:22:00.000000000,165,1,0.91734546,1,0.9226737627806804
negidante,ข้าวผัดปู กูกินได้,เดี๋ยวกูหยิบดาบมาฟันแม่ง #รัฐบาลเตรียมพร้อม https://twitter.com/mrw_poy/status/1228105176097030144 …,2020-02-14 06:12:16,2,1,16,-1,0,4848885953,2016-01-26 08:37:47,1492 days 15:22:13.000000000,1492,1,0.5087430000000001,1,0.4619555216886126
NazTW_95,ทาสแมว ที่แพ้คนหน้าหมา,เลือกความสงบ จบที่ลุงตู่ .... #กูอยากจะบ้าตายรายวัน #รัฐบาลเตรียมพร้อม https://twitter.com/KhaosodOnline/status/1228143617753018368 …,2020-02-14 06:11:44,101,2,991,-1,1,1207187876980518912,2019-12-17 22:36:00,71 days 01:24:00.000000000,71,1,0.7909401,1,0.8711627368575089
pacharamontra,ชื่อตูน ตูน ตู่น ตู้น ตู๊น ตู๋น,"ริชชี่จะไม่เข้าวงการบันเทิงยังได้เลยปะ
ไม่ได้ทำชีวิตน้องล่ม
#เชื้อราจงลามไปสมองเจ๊ไก่
#Saveริชชี่ #รัฐบาลเตรียมพร้อม",2020-02-14 06:05:31,39,0,8,-1,6,1095907284297764864,2019-02-14 04:47:12,377 days 19:12:48.000000000,377,1,0.76367223,1,0.7797717540690969
Pee78092209,rich,"พูดได้ดี แต่ไม่พูดจะดีกว่า
#รัฐบาลเตรียมพร้อม",2020-02-14 06:05:05,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.953826799466867
Pee78092209,rich,"แล้วคุณดีแล้วหรอ สลิ่มชัดๆ
#รัฐบาลเตรียมพร้อม",2020-02-14 05:51:19,190,4,493,-1,0,1227765375468572672,2020-02-12 17:24:00,14 days 06:36:00.000000000,14,1,0.9955252,1,0.9544795578243256
20Nov6,นิรนาม,"#จุฬาซอย10 #รัฐบาลเตรียมพร้อม ลุงตูบทำให้ประเทศสงบสุข สงบสุขกับผีอ่ะดิ 
เหตุการณ์ยิงกัน คดีปล้นทรัพย์ ลักทรัพย์  ผุดขึ้นอย่างกับดอกเห็ด นี่หรอสงบหน้าตาเป็นแบบนี้เองหรอ
อ๋อออออออออออออออออออออออออ",2020-02-14 05:34:23,26,0,612,-1,1,1223973606322913280,2020-02-02 14:17:17,24 days 09:42:43.000000000,24,1,0.9255493,1,0.9237060277358496
Yuud54855818,Yuud,ปั่นเเท็กไงให้ดูไร้การศึกษา #รัฐบาลเตรียมพร้อม pic.twitter.com/m78aVnSiHw,2020-02-14 05:26:41,47,2,246,-1,1,1219789797394272256,2020-01-21 17:12:00,36 days 06:48:00.000000000,36,1,0.9941414000000001,1,0.9601026845497446
NarikaSine2,แม่ของเจ้าตัว ณ.,อำนาจล้นมือ แต่ทำไมถึงจัดการความรุนแรงในสังคมไม่ได้เลย มีแต่หนักขึ้นทุกวัน นี่น่ะเหรอคือสิ่งที่กำลังปกครองประเทศเราอยู่ #จุฬาซอย10 #รัฐบาลเตรียมพร้อม,2020-02-14 04:47:03,25,1,79,-1,1,1226353564886241280,2020-02-08 19:54:00,18 days 04:06:00.000000000,18,1,0.84766334,1,0.8684603864843493
kkawpunsweetcan,_K H A W _,พวกมึงอ่านข่าวดูสาเหตุจริงๆมั้ยว่ามาจากพวกมึงอ่ะ โทษไปเรื่อยอีห่า #รัฐบาลเตรียมพร้อม https://twitter.com/mrw_poy/status/1228105176097030144 …,2020-02-14 04:45:25,46,1,33,Thailand,0,451506433,2011-12-31 06:58:00,2979 days 17:02:00.000000000,2979,1,0.7955166,1,0.8645652605503522
jjjeep4,2020 ปราณีพี่ทีนะคะ,"𝗣𝗮𝗿𝘁 𝘁𝗶𝗺𝗲 𝗷𝗼𝗯
𝗖𝗼𝗻𝗳𝗶𝗿𝗺 𝗼𝗿𝗱𝗲𝗿𝘀

อายุ 18 ปีขึ้นไป
เฉพาะกรุงเทพและปริมณฑล
สนใจคลิก 𝗹𝗶𝗻𝗸 ด้านล่าง


http://bit.ly/371uQ26 
#จุฬาซอย10 #จิ้นปีแสง #ใจสลาย #รัฐบาลเตรียมพร้อม #ป๋อตี้จ้านเกอ #อี้จ้าน #ยิงกลางกรุง #CrystalMoment #ValentinesDay2020pic.twitter.com/1gSPVr10xv",2020-02-14 04:26:02,58,0,494,"กรุงเทพมหานคร, ประเทศไทย",0,1209870497699090432,2019-12-25 16:16:34,63 days 07:43:26.000000000,63,1,0.8077181,1,0.8587385200283135
Kanykate2,สหายไงหล่ะ 🌈 🤷 🙄 🍓 🎡 🎠 🌸,อย่ามาโทษเกมก็แล้วกัน แค่เรื่องภาษีที่กุจ่ายๆไปให้พวกเมิงถลุง กุก็กุมขมับพอแระ ถ้ามาโทษเกม กุจะสาปๆๆๆ #รัฐบาลเตรียมพร้อม https://twitter.com/ThawatchawinFWP/status/1227766154489253889 …,2020-02-14 04:12:35,238,3,875,အင်းဝ,0,1224688675998461952,2020-02-04 05:38:00,22 days 18:22:00.000000000,22,1,0.9816456,1,0.9602665108158968
Nattnoot,ชอบอ้ายก้อง 4BL,กูบอกแล้วใช่มั้ยว่าให้เค้าได้พักบ้าง #รัฐบาลเฮงซวย #รัฐบาลเตรียมพร้อม พร้อมเหี้ยไร อิสัด เค้าเหนื่อยกับมึงมามากพอแล้ว ออกไป๊ https://twitter.com/Deejung2020/status/1228164483928903681 …,2020-02-14 03:53:18,27,0,164,-1,0,1217880957790769152,2020-01-16 18:47:15,41 days 05:12:45.000000000,41,1,0.96731234,1,0.9589316054975634
lyraly4,lyraly,นอกจากความชิบหายแล้ว ก็ความขายหน้านี่แหละ ที่เห็นได้จากนายกคนนี้ #รัฐบาลเตรียมพร้อม https://twitter.com/NoLungNoKaLa/status/1228061991970885632 …,2020-02-14 03:44:52,95,1,88,-1,0,1222392544736100352,2020-01-28 21:35:00,29 days 02:25:00.000000000,29,1,0.79099244,1,0.874271047387361
Ssming6,Ssming,"ด่วน! ตำรวจปิดล้อมล่าหนุ่มเครียด กราดยิงสนั่นกรุง ยังไม่ยอมวางอาวุธ
#กราดยิงสนั่นกรุง
#รัฐบาลเตรียมพร้อม
http://www.topicza.com/news103301.html?d=14022020&f=86719 …",2020-02-14 03:37:31,40,0,187,-1,1,1206434928885239808,2019-12-16 04:44:45,72 days 19:15:15.000000000,72,1,0.92733425,1,0.9416329001332857
9360Gun,Gun_9360,"“สร้างรายได้ออนไลน์ ผ่านมือถือ •รายได้อาทิตย์ล่ะ 3,000-5,000฿  สนใจงานคลิกลิ้งค์เพื่อลงทะเบียนรับงาน(ฟรี)   
https://bit.ly/35tQriY 
#CrystalMoment
#จุฬาซอย10
#ใจสลาย
#ValentinesDay2020
#รัฐบาลเตรียมพร้อม
#saveGpic.twitter.com/ROJ3IRpte0",2020-02-14 03:34:15,115,0,11,-1,0,1223168252446040064,2020-01-31 08:57:07,26 days 15:02:53.000000000,26,1,0.9705732,1,0.9548941085816277
Malo90279696,Malo,พร้อมขายหน้าประชาชี #รัฐบาลเตรียมพร้อม https://twitter.com/26dec28/status/1228151081827332096 …,2020-02-14 03:32:39,41,0,40,-1,0,1221382809803055104,2020-01-26 10:42:34,31 days 13:17:26.000000000,31,1,0.97416514,1,0.9758759773607245
adisornHut6723,uาE ฮัท,"มาถึงในยุคที่ ""ปืนกับยาเสพติด"" หาง่ายกว่า""หน้ากากอนามัย""
#รัฐบาลเตรียมพร้อม",2020-02-14 03:30:55,108,3,120,โลก,1,1219827272305143808,2020-01-21 19:41:00,36 days 04:19:00.000000000,36,1,0.9600158000000001,1,0.9402391779485324
Kanykate2,สหายไงหล่ะ 🌈 🤷 🙄 🍓 🎡 🎠 🌸,ขอวิธีฮาวทู อยู่อย่างไรในยุค2020ที่คนมีปืนมากกว่ามีสติ นี่ทหารเป็นผู้นำกันไม่ใช่เหรอ คนมันเครียดแพนิคกันไปหมดแระป่ะ มีผู้นำที่ไม่มีความเป็นผู้นำ #รัฐบาลเตรียมพร้อม https://twitter.com/ThaiPBS/status/1228150661168037888 …,2020-02-14 03:23:49,238,3,875,အင်းဝ,0,1224688675998461952,2020-02-04 05:38:00,22 days 18:22:00.000000000,22,1,0.9816456,1,0.9590531005640149
Nattnoot,ชอบอ้ายก้อง 4BL,พร้อมเหี้ยไร ออกไป๊  #รัฐบาลเตรียมพร้อม,2020-02-14 03:23:14,27,0,164,-1,0,1217880957790769152,2020-01-16 18:47:15,41 days 05:12:45.000000000,41,1,0.96731234,1,0.9483851998501689
Nattnoot,ชอบอ้ายก้อง 4BL,ขอเวลาให้ทีมหนุมานกูได้พักบ้างค่ะ เห็นเค้าทำประโยชน์มากกว่านายกก็กะจะไม่ให้เค้าได้อยู่ดับครอบครัวเลยหรอ  #จุฬาซอย10 #รัฐบาลเตรียมพร้อม,2020-02-14 03:18:51,27,0,164,-1,5,1217880957790769152,2020-01-16 18:47:15,41 days 05:12:45.000000000,41,1,0.96731234,1,0.9429664950394631
sarawan08293471,ธรรมดา,"เตรียมพร้อมลาออก ,, จะดีใจมาก  จะรีบไปทำบุญล้างซวยเลย #รัฐบาลเตรียมพร้อม",2020-02-14 03:13:19,98,1,478,-1,1,1213053867199356928,2020-01-03 03:06:00,54 days 20:54:00.000000000,54,1,0.9691765,1,0.9482062407901743
pepijfern,กรี๊ดดดดดดดดดดดดด!!!!!!,ประเทศชิบหายหมดแล้วว ไอ้พวกเวรรร #รัฐบาลเตรียมพร้อม,2020-02-14 03:12:19,37,1,4606,-1,0,1219146681607802880,2020-01-19 22:36:00,38 days 01:24:00.000000000,38,1,0.994017,1,0.9544032242348803
itmyday6,𝗕𝗜𝗜,"ทำไมต้องมาโทษเด็กที่เล่นเกม งงมาก
#รัฐบาลเตรียมพร้อม pic.twitter.com/jMjNPai7Aw",2020-02-14 03:08:17,26,10,1004,ไม่คุยกับสลิ่ม,1,1199637745708097536,2019-11-27 02:35:00,91 days 21:25:00.000000000,91,1,0.65896213,1,0.6494186896691471
BYrBD3HEW3PLnju,บุญผลา,"พวกมึงรู้หรือยังการมีบ้านพักในค่าย มันดียังไง

#รัฐบาลเตรียมพร้อม #ยิงกราดโคราช #ยิงกลางกรุงpic.twitter.com/MZCNQkpTe6",2020-02-14 03:05:57,75,4,10,-1,2,1227083151802941440,2020-02-11 04:13:28,15 days 19:46:32.000000000,15,1,0.7117173000000001,1,0.7253076740597727
pepijfern,กรี๊ดดดดดดดดดดดดด!!!!!!,อีดแล้ว.. เฮ้อ #รัฐบาลเตรียมพร้อม pic.twitter.com/B46FiJNZCS,2020-02-14 02:59:05,37,1,4606,-1,0,1219146681607802880,2020-01-19 22:36:00,38 days 01:24:00.000000000,38,1,0.994017,1,0.9616440899756482
